ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,ë™íËéûä‘(éûä‘),îNïΩãœíl(ppmC),ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈîNïΩãœíl(ppmC),ÇUÅ`ÇXéûë™íËì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êîÇÃÇUÅ`ÇXéûë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êîÇÃÇUÅ`ÇXéûë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄12,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppmC)_ÇSåé,åéïΩãœíl(ppmC)_ÇTåé,åéïΩãœíl(ppmC)_ÇUåé,åéïΩãœíl(ppmC)_ÇVåé,åéïΩãœíl(ppmC)_ÇWåé,åéïΩãœíl(ppmC)_ÇXåé,åéïΩãœíl(ppmC)_10åé,åéïΩãœíl(ppmC)_11åé,åéïΩãœíl(ppmC)_12åé,åéïΩãœíl(ppmC)_ÇPåé,åéïΩãœíl(ppmC)_ÇQåé,åéïΩãœíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_10åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_11åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_12åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_11åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2022,1,07,NMHC,1,14,ê_ìﬁêÏåß,Kanagawa-ken,14217,ìÏë´ïøés,Minamiashigara-shi,14217020,ìÏë´ïøésê∂ãÓ,Minamiashigarashiikoma,1,0,1,èZ,1000,8596,0.16,0.14,361,0.31,0.04,39,10.8,0,0,1,,,,,,711,736,706,735,733,705,734,703,709,735,662,727,0.17,0.15,0.13,0.11,0.12,0.14,0.18,0.2,0.17,0.18,0.18,0.16,0.15,0.12,0.11,0.1,0.1,0.11,0.16,0.17,0.16,0.18,0.19,0.15,30,31,29,31,30,30,31,29,30,31,28,31,0.22,0.2,0.18,0.15,0.19,0.18,0.23,0.24,0.3,0.31,0.27,0.2,0.06,0.07,0.07,0.07,0.05,0.06,0.08,0.11,0.07,0.04,0.07,0.11,4,0,0,0,0,0,3,4,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,14,ê_ìﬁêÏåß,Kanagawa-ken,14218,àªê£és,Ayase-shi,14218010,àªê£ésñèä,Ayaseshiyakusho,1,0,9,ÇªÇÃëº,352,8666,0.14,0.14,363,0.51,0.06,39,10.7,7,1.9,1,,,,,,714,736,714,738,738,715,728,704,738,736,668,737,0.13,0.12,0.12,0.12,0.12,0.12,0.15,0.17,0.18,0.18,0.15,0.14,0.14,0.12,0.13,0.13,0.14,0.13,0.13,0.16,0.17,0.18,0.16,0.15,30,31,30,31,31,30,30,29,31,31,28,31,0.23,0.21,0.29,0.51,0.33,0.21,0.22,0.25,0.39,0.31,0.47,0.37,0.06,0.06,0.07,0.07,0.06,0.06,0.09,0.09,0.07,0.08,0.08,0.07,2,1,2,1,3,1,2,3,6,10,5,3,0,0,0,1,1,0,0,0,3,0,1,1,,,,,,,,,,,,
2022,1,07,NMHC,1,15,êVäÉåß,Niigata-ken,15102,êVäÉésìåãÊ,Niigata-shi Higashi-ku,15201060,ëÂéR,Ooyama,1,0,1,èZ,360,7765,0.08,0.09,333,0.21,0,2,0.6,0,0,1,,,,,,415,462,696,621,674,692,717,692,718,716,649,713,0.08,0.1,0.08,0.09,0.09,0.08,0.08,0.08,0.07,0.06,0.07,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.08,0.07,0.06,0.08,0.09,18,20,29,27,29,29,31,29,31,31,28,31,0.15,0.17,0.16,0.16,0.18,0.21,0.16,0.14,0.21,0.14,0.18,0.17,0.03,0.05,0.04,0.02,0.02,0.03,0.03,0.01,0.02,0.01,0,0.04,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,15,êVäÉåß,Niigata-ken,15102,êVäÉésìåãÊ,Niigata-shi Higashi-ku,15201220,éRñÿåÀ,Yamakido,1,0,1,èZ,360,8273,0.08,0.08,355,0.31,0,6,1.7,0,0,1,,,,,,672,720,691,577,716,695,712,691,720,715,649,715,0.09,0.08,0.07,0.09,0.08,0.09,0.09,0.1,0.06,0.05,0.07,0.09,0.07,0.07,0.07,0.08,0.09,0.1,0.08,0.08,0.06,0.06,0.07,0.08,29,31,29,25,31,29,31,30,31,31,28,30,0.13,0.16,0.12,0.15,0.22,0.25,0.13,0.24,0.31,0.21,0.2,0.15,0.02,0.01,0.01,0.02,0.05,0.03,0.01,0.02,0.01,0.01,0,0.03,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,15,êVäÉåß,Niigata-ken,15101,êVäÉésñkãÊ,Niigata-shi Kita-ku,15201270,èºïl,Matsuhama,1,0,1,èZ,360,3532,0.09,0.09,152,0.39,0.01,2,1.3,1,0.7,1,,,,,,694,711,695,623,468,0,0,0,0,0,293,48,0.07,0.09,0.08,0.11,0.09,,,,,,0.06,0.05,0.08,0.1,0.08,0.13,0.09,,,,,,0.08,0.08,30,31,30,26,20,0,0,0,0,0,13,2,0.39,0.18,0.15,0.22,0.15,,,,,,0.18,0.09,0.01,0.04,0.02,0.03,0.05,,,,,,0.01,0.07,1,0,0,1,0,,,,,,0,0,1,0,0,0,0,,,,,,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,15,êVäÉåß,Niigata-ken,15103,êVäÉésíÜâõãÊ,Niigata-shi Chuuou-ku,15201322,ésñèä,Shiyakusho,2,0,7,ïóív,360,8394,0.06,0.06,358,0.15,0,0,0,0,0,1,,,,,,698,720,685,721,717,652,716,692,717,709,652,715,0.05,0.06,0.06,0.08,0.09,0.09,0.07,0.06,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.09,0.09,0.09,0.07,0.05,0.04,0.04,0.04,0.06,30,30,29,31,31,28,30,29,31,30,28,31,0.09,0.1,0.09,0.15,0.15,0.15,0.12,0.12,0.11,0.08,0.11,0.12,0.01,0.02,0.02,0.06,0.06,0.06,0.03,0.02,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,15,êVäÉåß,Niigata-ken,15222,è„âzés,Jyouetsu-shi,15543010,êºïüìá,Nishifukushima,1,0,3,èÄçH,370,7553,0.12,0.11,319,0.37,0.05,7,2.2,1,0.3,1,,,,,,706,736,712,737,306,48,728,712,737,735,663,733,0.16,0.16,0.12,0.13,0.14,0.24,0.14,0.11,0.08,0.08,0.1,0.11,0.14,0.13,0.11,0.12,0.12,0.19,0.14,0.12,0.07,0.08,0.1,0.1,30,31,30,31,13,2,31,30,31,31,28,31,0.26,0.23,0.23,0.21,0.15,0.19,0.37,0.28,0.11,0.13,0.17,0.14,0.08,0.07,0.06,0.07,0.1,0.18,0.08,0.07,0.05,0.05,0.06,0.07,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,16,ïxéRåß,Toyama-ken,16201,ïxéRés,Toyama-shi,16201400,ïxéRä‚ê£,Toyamaiwase,1,0,1,èZ,380,8553,0.11,0.12,361,0.23,0.04,5,1.4,0,0,1,,,,,,710,736,709,735,720,709,732,709,721,727,662,683,0.12,0.11,0.1,0.12,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.13,0.12,0.11,0.12,0.11,0.11,0.13,0.13,0.12,0.12,0.12,0.12,30,31,30,31,30,30,31,30,30,31,28,29,0.21,0.16,0.16,0.16,0.14,0.16,0.19,0.22,0.17,0.2,0.22,0.23,0.1,0.08,0.07,0.1,0.08,0.07,0.04,0.08,0.07,0.05,0.06,0.07,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,16,ïxéRåß,Toyama-ken,16201,ïxéRés,Toyama-shi,16201510,ïxéRèÈö¨,Toyamajoushi,2,0,7,ïóív,380,8113,0.07,0.07,341,0.16,0.02,0,0,0,0,1,,,,,,714,738,636,729,737,713,739,716,736,559,360,736,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.06,0.07,0.07,0.08,30,31,27,30,31,30,31,30,31,24,15,31,0.15,0.16,0.12,0.09,0.11,0.1,0.15,0.13,0.08,0.11,0.1,0.15,0.05,0.05,0.05,0.04,0.04,0.02,0.04,0.05,0.04,0.04,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,16,ïxéRåß,Toyama-ken,16202,çÇâ™és,Takaoka-shi,16202060,çÇâ™ïöñÿ,Takaokafushiki,1,0,1,èZ,380,8612,0.11,0.11,362,0.66,0.02,26,7.2,9,2.5,1,,,,,,710,737,714,738,736,714,737,714,737,673,664,738,0.13,0.11,0.11,0.13,0.12,0.15,0.12,0.09,0.07,0.07,0.07,0.1,0.15,0.13,0.13,0.14,0.12,0.16,0.1,0.1,0.06,0.07,0.08,0.11,30,31,30,31,31,30,31,30,31,28,28,31,0.6,0.66,0.64,0.34,0.21,0.48,0.21,0.18,0.14,0.16,0.17,0.33,0.03,0.05,0.05,0.07,0.06,0.06,0.06,0.04,0.02,0.03,0.03,0.05,5,4,5,2,1,5,1,0,0,0,0,3,2,2,1,1,0,1,0,0,0,0,0,2,,,,,,,,,,,,
2022,1,07,NMHC,1,16,ïxéRåß,Toyama-ken,16202,çÇâ™és,Takaoka-shi,16202520,çÇâ™ëÂíÿ,Takaokaootsubo,2,0,3,èÄçH,380,8611,0.08,0.08,362,0.25,0,1,0.3,0,0,1,,,,,,709,736,713,716,733,713,738,711,729,712,662,739,0.08,0.08,0.06,0.08,0.09,0.09,0.08,0.1,0.07,0.06,0.07,0.07,0.09,0.08,0.05,0.09,0.09,0.09,0.09,0.1,0.07,0.06,0.09,0.09,29,31,30,30,31,30,31,30,31,30,28,31,0.19,0.2,0.09,0.13,0.13,0.18,0.18,0.2,0.25,0.2,0.2,0.19,0.04,0.03,0.02,0.04,0.06,0.04,0.02,0.05,0,0.01,0.02,0.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,16,ïxéRåß,Toyama-ken,16211,éÀêÖés,Imizu-shi,16203030,êVñ©äCòVç],Shinminatoebie,1,0,1,èZ,380,8672,0.07,0.08,365,0.23,0.02,1,0.3,0,0,1,,,,,,712,739,711,738,735,711,737,714,736,738,665,736,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.06,0.06,0.06,0.06,0.1,0.08,0.07,0.09,0.09,0.08,0.08,0.08,0.05,0.06,0.07,0.07,30,31,30,31,31,30,31,30,31,31,28,31,0.23,0.17,0.13,0.14,0.13,0.12,0.13,0.14,0.14,0.16,0.14,0.17,0.03,0.05,0.03,0.06,0.05,0.03,0.03,0.02,0.03,0.02,0.03,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,16,ïxéRåß,Toyama-ken,16204,ãõí√és,Uozu-shi,16204090,ãõí√,Uodu,1,0,3,èÄçH,1000,8627,0.08,0.09,358,0.41,0,4,1.1,1,0.3,1,,,,,,714,737,713,738,694,715,734,702,739,737,667,737,0.09,0.08,0.09,0.09,0.1,0.08,0.07,0.1,0.04,0.05,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.08,0.09,0.11,0.05,0.05,0.09,0.09,30,31,30,31,28,30,30,28,31,31,28,30,0.16,0.14,0.16,0.12,0.2,0.15,0.41,0.31,0.19,0.16,0.2,0.21,0.04,0.05,0.04,0.07,0.06,0.04,0.02,0.06,0,0,0.02,0.02,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,16,ïxéRåß,Toyama-ken,16201,ïxéRés,Toyama-shi,16362010,ïwíÜë¨êØ,Fuchuuhayahoshi,1,0,1,èZ,380,8662,0.04,0.04,363,0.27,0,1,0.3,0,0,1,,,,,,705,740,710,739,738,696,738,713,739,738,668,738,0.04,0.04,0.03,0.05,0.03,0.04,0.04,0.04,0.03,0.02,0.03,0.03,0.04,0.05,0.04,0.06,0.03,0.04,0.04,0.04,0.03,0.02,0.03,0.03,29,31,30,31,31,29,31,30,31,31,28,31,0.08,0.12,0.1,0.27,0.06,0.08,0.07,0.08,0.07,0.07,0.08,0.07,0.01,0.01,0,0.02,0,0,0.01,0.01,0.01,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,16,ïxéRåß,Toyama-ken,16210,ìÏìvés,Nanto-shi,16408060,ïüñÏ,Fukuno,1,0,6,ñ¢,1000,8658,0.07,0.07,364,0.56,0.01,2,0.5,1,0.3,1,,,,,,715,737,714,738,738,691,737,713,736,738,663,738,0.06,0.07,0.08,0.09,0.09,0.08,0.07,0.07,0.04,0.05,0.05,0.05,0.07,0.07,0.07,0.1,0.08,0.07,0.07,0.08,0.05,0.06,0.05,0.06,30,31,30,31,31,29,31,30,31,31,28,31,0.11,0.12,0.12,0.56,0.14,0.11,0.11,0.16,0.09,0.28,0.09,0.11,0.03,0.03,0.01,0.04,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,17,êŒêÏåß,Ishikawa-ken,17201,ã‡ëÚés,Kanazawa-shi,17201550,ïêë†,Musashi,2,0,2,è§,390,8603,0.14,0.08,362,0.3,0.01,2,0.6,0,0,1,,,,,,713,737,711,734,737,712,732,713,738,738,610,728,0.07,0.12,0.18,0.31,0.28,0.12,0.09,0.11,0.09,0.08,0.1,0.09,0.07,0.07,0.07,0.1,0.12,0.09,0.07,0.1,0.08,0.08,0.08,0.08,30,31,30,31,31,30,31,30,31,31,26,30,0.17,0.12,0.14,0.15,0.3,0.12,0.15,0.14,0.13,0.13,0.15,0.17,0.01,0.03,0.01,0.07,0.06,0.04,0.02,0.06,0.02,0.03,0.04,0.04,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,17,êŒêÏåß,Ishikawa-ken,17202,éµîˆés,Nanao-shi,17202190,éµîˆ,Nanao,1,0,1,èZ,1000,8634,0.05,0.06,363,0.19,0,0,0,0,0,1,,,,,,716,736,709,740,738,714,735,717,717,738,669,705,0.04,0.04,0.06,0.07,0.08,0.06,0.06,0.07,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.07,0.08,0.07,0.07,0.08,0.05,0.05,0.06,0.06,30,31,30,31,31,30,31,30,30,31,28,30,0.08,0.1,0.08,0.1,0.1,0.1,0.14,0.19,0.13,0.18,0.14,0.13,0,0.01,0.03,0.05,0.04,0.03,0.03,0.04,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,17,êŒêÏåß,Ishikawa-ken,17203,è¨èºés,Komatsu-shi,17203140,è¨èº,Komatsu,1,0,3,èÄçH,1000,8640,0.08,0.09,360,1.85,0.01,12,3.3,7,1.9,1,,,,,,717,741,715,740,739,684,739,713,737,740,656,719,0.06,0.06,0.06,0.08,0.09,0.08,0.06,0.07,0.1,0.12,0.12,0.07,0.07,0.06,0.06,0.07,0.08,0.17,0.12,0.06,0.09,0.13,0.09,0.08,30,31,30,31,31,28,31,30,31,31,28,28,0.13,0.14,0.1,0.13,0.15,1.85,1.08,0.16,0.12,0.46,0.7,0.29,0.02,0.03,0.02,0.05,0.05,0.03,0.02,0.01,0.04,0.05,0.02,0.03,0,0,0,0,0,3,3,0,0,4,1,1,0,0,0,0,0,2,2,0,0,2,1,0,,,,,,,,,,,,
