ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ì˙ïΩãœílÇÃÇQ%èúäOíl(ppm),ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙Ç™ÇQì˙à»è„òAë±ÇµÇΩÇ±Ç∆ÇÃóLñ≥(óL:XÅEñ≥:O),ä¬ã´äÓèÄÇÃí∑ä˙ìIï]âøÇ…ÇÊÇÈì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇRåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22131,ïlèºésíÜãÊ,Hamamatsu-shi Naka-ku,22202160,ñkïîë™íËã«,Hokubusokuteikyoku,1,0,1,èZ,460,351,8428,0,0,0,0,0,0.004,0.001,O,0,3,,,,,30,31,30,31,31,20,31,29,30,31,28,29,712,739,716,739,740,501,740,699,723,740,668,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.002,0.002,0.002,0.003,0.001,0.002,0.002,0.001,0.003,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22203,è¿í√és,Numazu-shi,22203010,ìåïîëççáí°é…,Toubusougouchousha,1,0,2,è§,462,302,7361,0.001,0,0,0,0,0.006,0.003,O,0,3,,,,,30,31,30,31,31,30,31,2,11,31,25,19,714,740,716,739,740,714,740,74,268,726,589,601,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.002,0.002,0.004,0.002,0.004,0.006,0.001,0.005,0.005,0.004,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0,0.003,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22103,ê√â™ésê¥êÖãÊ,Shizuoka-shi Shimizu-ku,22204010,ê¥êÖãÊñèä,Shimizukuyakusho,1,0,2,è§,470,362,8637,0.001,0,0,0,0,0.012,0.002,O,0,3,,,,,30,31,30,31,31,29,30,29,31,31,28,31,714,738,712,735,735,705,724,697,738,737,666,736,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.002,0.002,0.005,0.008,0.004,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22103,ê√â™ésê¥êÖãÊ,Shizuoka-shi Shimizu-ku,22204020,ê¥êÖéOï€ëÊàÍè¨,Shimizumihodaiichishougakkou,1,0,1,èZ,470,363,8645,0.001,0,0,0,0,0.004,0.001,O,0,3,,,,,30,31,30,31,31,30,31,28,31,31,28,31,714,737,711,738,733,713,738,684,738,737,666,736,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22103,ê√â™ésê¥êÖãÊ,Shizuoka-shi Shimizu-ku,22204100,ê¥êÖãªí√ñkåˆâÄ,Shimizuokitsukitakouen,1,0,1,èZ,470,363,8643,0.001,0,0,0,0,0.004,0.001,O,0,3,,,,,30,31,30,31,31,30,29,30,31,31,28,31,714,738,712,736,736,712,708,712,737,738,666,734,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.004,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.003,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22103,ê√â™ésê¥êÖãÊ,Shizuoka-shi Shimizu-ku,22204510,é©îrê_ñæ,Jihaishinmei,2,0,3,èÄçH,470,361,8599,0.002,0,0,0,0,0.017,0.004,O,0,3,,,,,30,31,30,31,31,30,31,26,31,31,28,31,714,738,713,736,737,712,738,636,737,736,666,736,0.001,0.002,0.002,0.001,0.001,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0.007,0.009,0.009,0.011,0.009,0.01,0.008,0.012,0.017,0.013,0.002,0.002,0.003,0.002,0.002,0.004,0.004,0.005,0.003,0.004,0.004,0.006,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,2,22,ê√â™åß,Shizuoka-ken,22206,éOìáés,Mishima-shi,22206020,ìøëqócítâÄ,Tokurayouchien,1,0,1,èZ,462,365,8735,0.002,0,0,0,0,0.019,0.004,O,0,2,,,,,30,31,30,31,31,30,31,30,31,31,28,31,718,742,717,742,742,718,742,718,742,742,670,742,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.016,0.006,0.014,0.009,0.017,0.004,0.019,0.004,0.006,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,2,22,ê√â™åß,Shizuoka-ken,22206,éOìáés,Mishima-shi,22206070,íÜãΩï∂âªÉvÉâÉU,Nakazatobunkapuraza,1,0,6,ñ¢,462,356,8546,0.002,0,0,0,0,0.031,0.003,O,0,2,,,,,30,31,30,31,31,30,22,30,31,31,28,31,718,742,718,742,742,718,552,718,742,742,670,742,0.002,0.002,0.001,0.001,0.001,0.002,0.003,0.002,0.001,0.001,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.003,0.003,0.003,0.004,0.005,0.031,0.005,0.003,0.003,0.005,0.008,0.003,0.002,0.002,0.001,0.003,0.003,0.004,0.003,0.001,0.002,0.002,0.004,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22207,ïxémã{és,Fujinomiya-shi,22207010,ïxémã{ésñèä,Fujinomiyashiyakusho,1,0,1,èZ,480,307,7314,0.001,0,0,0,0,0.01,0.003,O,0,3,,,,,30,31,20,0,14,30,31,30,31,31,28,31,714,737,483,0,342,712,738,714,737,736,666,735,0.001,0.001,0.001,,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.003,0.002,0.002,,0.005,0.01,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,,0.004,0.004,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22209,ìáìcés,Shimada-shi,22209010,ìáìcésñèä,Shimadashiyakusho,1,0,1,èZ,1000,321,7651,0.001,0,0,0,0,0.015,0.003,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,13,2,711,735,713,738,738,710,737,712,738,736,322,61,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.011,0.015,0.01,0.013,0.004,0.012,0.008,0.011,0.008,0.004,0.008,0.002,0.002,0.005,0.003,0.003,0.001,0.002,0.003,0.003,0.002,0.001,0.003,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,2,22,ê√â™åß,Shizuoka-ken,22209,ìáìcés,Shimada-shi,22209020,èâëqè¨äwçZ,Hatsukurashougakkou,1,0,6,ñ¢,1000,241,5928,0.003,0,0,0,0,0.014,0.006,O,0,2,,,,,20,29,30,26,0,0,26,29,30,31,2,18,516,707,720,638,0,0,632,711,730,740,57,477,0.004,0.004,0.004,0.005,,,0.003,0.003,0.002,0.001,0.001,0.001,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0.008,0.008,0.014,0.012,,,0.009,0.01,0.005,0.005,0.002,0.002,0.006,0.005,0.008,0.008,,,0.004,0.005,0.003,0.002,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,2,22,ê√â™åß,Shizuoka-ken,22209,ìáìcés,Shimada-shi,22209030,òZçáè¨äwçZ,Rokugoushougakkou,1,0,1,èZ,1000,300,7293,0.003,0,0,0,0,0.098,0.006,O,0,2,,,,,14,27,3,20,31,30,31,30,31,31,23,29,351,676,75,511,744,720,744,720,744,744,557,707,0.004,0.004,0.006,0.006,0.004,0.004,0.003,0.003,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.017,0.009,0.098,0.009,0.009,0.012,0.011,0.018,0.018,0.003,0.002,0.005,0.006,0.006,0.011,0.006,0.006,0.005,0.004,0.004,0.004,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22210,ïxémés,Fuji-shi,22210010,ã~ã}à„ó√ÉZÉìÉ^Å[,Kyuukyuuiryousenta,1,0,4,çH,480,365,8689,0.001,0,0,0,0,0.006,0.002,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,31,714,740,715,738,739,711,739,712,739,738,666,738,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.003,0.004,0.003,0.004,0.004,0.003,0.004,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.001,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22210,ïxémés,Fuji-shi,22210060,ëÂï£íÜäwçZ,Oobuchichuugakkou,1,0,6,ñ¢,480,362,8638,0.001,0,0,0,0,0.005,0.001,O,0,3,,,,,30,31,28,31,31,30,31,29,31,31,28,31,714,737,684,737,737,714,735,709,737,735,664,735,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.005,0.002,0.003,0.004,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22210,ïxémés,Fuji-shi,22210070,ïxémíÜäwçZ,Fujichuugakkou,1,0,1,èZ,480,362,8657,0,0,0,0,0,0.007,0.002,O,0,3,,,,,30,29,30,31,31,30,31,29,31,31,28,31,715,707,715,739,738,713,738,709,739,738,667,739,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.004,0.005,0.004,0.006,0.007,0.006,0.002,0.004,0.002,0.003,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22211,î÷ìcés,Iwata-shi,22211010,î÷ìcésñèä,Iwatashiyakusho,1,0,1,èZ,1000,365,8698,0,0,0,0,0,0.003,0.001,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,31,715,739,713,738,740,716,739,714,737,739,668,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22213,ä|êÏés,Kakegawa-shi,22213010,ä|êÏésñèä,Kakegawashiyakusho,1,0,1,èZ,1000,364,8693,0,0,0,0,0,0.048,0.004,O,0,3,,,,,30,31,30,31,31,30,31,30,30,31,28,31,715,740,716,737,739,715,739,716,731,738,668,739,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.022,0.017,0,0,0.001,0.006,0.032,0.027,0.027,0.048,0.025,0.004,0.002,0.003,0,0,0,0.001,0.005,0.005,0.005,0.011,0.005,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22214,ì°é}és,Fujieda-shi,22214010,ëÂãCë™íËã«,Fujiedataikisokuteikyoku,1,0,1,èZ,1000,363,8671,0,0,0,0,0,0.007,0.001,O,0,3,,,,,30,31,30,31,31,30,29,30,31,31,28,31,716,737,716,740,737,716,709,715,740,739,668,738,0.001,0.001,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.006,0.007,0.007,0.003,0.003,0.004,0.003,0.005,0.003,0.003,0.003,0.002,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22136,ïlèºésïlñkãÊ,Hamamatsu-shi Hamakita-ku,22218010,ïlñkë™íËã«,Hamakitasokuteikyoku,1,0,1,èZ,1000,361,8638,0.001,0,0,0,0,0.004,0.001,O,0,3,,,,,28,31,30,31,31,30,31,30,29,31,28,31,697,738,714,738,738,714,739,713,709,737,665,736,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.002,0.003,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22220,êûñÏés,Susono-shi,22220010,êûñÏï∂âªÉZÉìÉ^Å[,Susonoshiminbunkasenta,1,0,6,ñ¢,462,365,8700,0,0,0,0,0,0.009,0.002,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,31,715,740,716,739,740,716,739,715,738,740,667,735,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.005,0.001,0.001,0.002,0.005,0.006,0.002,0.001,0.009,0.006,0.005,0.001,0.001,0,0,0,0.001,0.002,0.001,0.001,0.003,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22221,åŒêºés,Kosai-shi,22221010,åŒêºésñèä,Kosaishiyakusho,1,0,1,èZ,1000,365,8703,0,0,0,0,0,0.003,0.001,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,31,716,739,716,739,739,714,738,716,740,739,668,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.003,0.001,0.002,0.003,0.002,0.003,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22225,à…ì§ÇÃçëés,Izunokuni-shi,22327010,ëÂêmñkè¨äwçZ,Oohitokitashougakkou,1,0,1,èZ,1000,358,8589,0,0,0,0,0,0.004,0.002,O,0,3,,,,,26,31,30,31,31,30,31,28,31,30,28,31,646,740,715,740,740,714,739,683,738,727,668,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.004,0.002,0.001,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.001,0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,01,SO2,3,22,ê√â™åß,Shizuoka-ken,22207,ïxémã{és,Fujinomiya-shi,22361010,ìÌã‡åˆñØäŸ,Kusuganekouminkan,1,0,6,ñ¢,480,361,8643,0,0,0,0,0,0.003,0.001,O,0,3,,,,,30,31,30,31,29,30,31,30,31,29,28,31,713,737,715,739,718,714,736,715,739,712,667,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.001,0.001,0,0.001,0.001,0,0,0.001,0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
