ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åß_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙),ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),98%ílï]âøÇ…ÇÊÇÈì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇRåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇRåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇRåé
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24205,åKñºés,Kuwana-shi,24205510,çëìπÇQÇTÇWçÜåKñº,Kokudou258Goukuwana,2,0,3,èÄçH,542,365,8684,0.012,0.048,0,0,0,0,0,0,0,0,0.022,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,715,738,715,732,739,714,736,714,739,737,666,739,0.013,0.013,0.014,0.011,0.01,0.012,0.011,0.013,0.013,0.012,0.012,0.014,0.042,0.048,0.043,0.034,0.033,0.037,0.043,0.041,0.04,0.048,0.046,0.045,0.022,0.024,0.025,0.02,0.019,0.018,0.018,0.02,0.023,0.021,0.019,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24207,óÈé≠és,Suzuka-shi,24207020,óÈé≠éZèäï€àÁèä,Suzukasanjohoikusho,1,0,1,èZ,542,364,8678,0.008,0.041,0,0,0,0,0,0,0,0,0.021,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,715,738,715,727,739,715,738,715,738,732,667,739,0.007,0.007,0.007,0.006,0.005,0.008,0.009,0.011,0.011,0.009,0.009,0.012,0.038,0.031,0.036,0.02,0.02,0.028,0.027,0.036,0.037,0.034,0.035,0.041,0.017,0.016,0.013,0.012,0.01,0.016,0.015,0.02,0.022,0.021,0.02,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24207,óÈé≠és,Suzuka-shi,24207510,çëìπÇQÇRçÜóÈé≠,Kokudou23Gousuzuka,2,0,2,è§,542,364,8682,0.012,0.05,0,0,0,0,0,0,0,0,0.026,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,714,738,714,733,736,715,738,713,738,737,667,739,0.011,0.011,0.01,0.008,0.008,0.012,0.012,0.016,0.016,0.013,0.013,0.016,0.05,0.036,0.04,0.029,0.022,0.042,0.034,0.045,0.044,0.048,0.04,0.046,0.021,0.022,0.018,0.018,0.013,0.02,0.02,0.027,0.029,0.025,0.025,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24208,ñºí£és,Nabari-shi,24208010,ñºí£è¨äwçZ,Nabarishougakkou,1,0,1,èZ,1000,364,8678,0.003,0.043,0,0,0,0,0,0,0,0,0.008,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,713,739,715,731,739,714,738,715,737,731,667,739,0.003,0.002,0.002,0.002,0.002,0.001,0.002,0.004,0.005,0.005,0.005,0.004,0.036,0.009,0.007,0.008,0.009,0.009,0.013,0.018,0.043,0.023,0.029,0.029,0.008,0.005,0.004,0.003,0.003,0.004,0.006,0.007,0.009,0.01,0.009,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24209,îˆòhés,Owase-shi,24209210,îˆòhãååßêEàıåˆé…,Owasekyuukenshokuinkousha,1,0,6,ñ¢,1000,363,8667,0.004,0.027,0,0,0,0,0,0,0,0,0.007,0,2,,30,31,30,30,31,30,31,30,31,31,27,31,714,738,715,728,731,714,739,715,739,737,658,739,0.004,0.004,0.003,0.002,0.002,0.003,0.004,0.005,0.004,0.005,0.004,0.005,0.027,0.017,0.016,0.011,0.011,0.012,0.014,0.019,0.019,0.021,0.02,0.024,0.007,0.006,0.005,0.005,0.004,0.004,0.006,0.007,0.007,0.007,0.007,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24210,ãTéRés,Kameyama-shi,24210010,ãTéRÇ›Ç»Ç›ï€àÁâÄ,Kameyamaminamihoikuen,1,0,1,èZ,1000,365,8677,0.005,0.033,0,0,0,0,0,0,0,0,0.014,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,713,739,715,732,738,714,737,714,735,736,665,739,0.004,0.005,0.005,0.004,0.003,0.005,0.005,0.006,0.007,0.005,0.005,0.006,0.024,0.025,0.022,0.018,0.014,0.024,0.021,0.033,0.031,0.022,0.03,0.033,0.015,0.013,0.009,0.008,0.007,0.009,0.011,0.017,0.02,0.012,0.009,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24210,ãTéRés,Kameyama-shi,24210510,çëìπÇQÇTçÜãTéR,Kokudou25Goukameyama,2,0,6,ñ¢,1000,365,8681,0.009,0.038,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,713,739,715,731,738,715,736,715,738,737,665,739,0.008,0.008,0.007,0.006,0.005,0.008,0.009,0.011,0.012,0.01,0.011,0.011,0.033,0.03,0.03,0.022,0.021,0.029,0.024,0.038,0.038,0.032,0.036,0.035,0.017,0.015,0.014,0.013,0.01,0.017,0.016,0.02,0.022,0.018,0.016,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24211,íπâHés,Toba-shi,24211010,íπâHçÇçZ,Tobakoukou,1,0,1,èZ,1000,364,8668,0.003,0.025,0,0,0,0,0,0,0,0,0.009,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,714,739,714,724,736,714,739,712,737,737,665,737,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.005,0.004,0.004,0.004,0.019,0.024,0.013,0.013,0.012,0.02,0.017,0.023,0.023,0.018,0.019,0.025,0.006,0.008,0.005,0.006,0.004,0.007,0.008,0.011,0.012,0.008,0.009,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24214,Ç¢Ç»Ç◊és,Inabe-shi,24323010,ëÂà¿íÜäwçZ,Daianchuugakkou,1,0,1,èZ,1000,364,8684,0.006,0.038,0,0,0,0,0,0,0,0,0.011,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,714,737,715,731,739,712,737,714,740,735,670,740,0.006,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.006,0.005,0.007,0.027,0.024,0.038,0.019,0.024,0.024,0.028,0.029,0.027,0.031,0.029,0.028,0.01,0.011,0.011,0.009,0.009,0.008,0.013,0.016,0.012,0.015,0.009,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24216,à…âÍés,Iga-shi,24206020,à…âÍóŒÉñãuíÜäwçZ,Igamidorigaokachuugakkou,1,0,1,èZ,1000,364,8682,0.005,0.04,0,0,0,0,0,0,0,0,0.014,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,713,739,715,732,739,714,739,714,738,733,667,739,0.005,0.004,0.004,0.003,0.003,0.004,0.004,0.007,0.008,0.007,0.008,0.008,0.022,0.017,0.018,0.012,0.016,0.018,0.023,0.034,0.039,0.034,0.04,0.034,0.009,0.01,0.009,0.007,0.007,0.008,0.007,0.013,0.018,0.014,0.014,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,24,éOèdåß,Mie-ken,24344,êÏâzí¨,Kawagoe-cho,24344020,êÏâzìÏè¨äwçZ,Kawagoeminamishougakkou,1,0,1,èZ,540,364,8682,0.007,0.049,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,714,738,715,731,739,714,738,714,739,734,667,739,0.007,0.007,0.007,0.007,0.005,0.007,0.006,0.009,0.01,0.008,0.007,0.009,0.032,0.041,0.024,0.037,0.023,0.024,0.024,0.046,0.04,0.036,0.034,0.049,0.012,0.019,0.014,0.019,0.014,0.014,0.013,0.019,0.021,0.019,0.015,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25201,ëÂí√és,Ootsu-shi,25201060,â∫ç„ñ{,Shimosakamoto,1,0,1,èZ,550,358,8579,0.005,0.031,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,30,28,27,30,31,30,31,31,28,31,714,738,715,695,692,715,738,712,721,736,665,738,0.005,0.005,0.004,0.004,0.003,0.004,0.004,0.007,0.008,0.007,0.006,0.007,0.028,0.016,0.012,0.021,0.011,0.012,0.015,0.025,0.028,0.027,0.025,0.031,0.01,0.008,0.007,0.011,0.005,0.007,0.008,0.014,0.017,0.014,0.011,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25201,ëÂí√és,Ootsu-shi,25201070,ì°îˆ,Fujio,1,0,1,èZ,550,361,8571,0.007,0.042,0,0,0,0,0,0,0,0,0.017,0,2,,30,31,30,31,31,28,31,28,31,31,28,31,706,733,709,733,732,678,729,697,732,732,660,730,0.005,0.005,0.004,0.006,0.004,0.004,0.005,0.008,0.011,0.01,0.009,0.007,0.042,0.024,0.025,0.024,0.015,0.016,0.023,0.033,0.034,0.033,0.031,0.034,0.014,0.011,0.009,0.015,0.008,0.008,0.01,0.018,0.024,0.018,0.016,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25201,ëÂí√és,Ootsu-shi,25201080,åòìc,Katata,1,0,1,èZ,550,361,8641,0.005,0.029,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,30,31,31,28,31,28,31,31,28,31,714,737,715,738,735,686,732,706,737,737,665,739,0.004,0.004,0.003,0.004,0.003,0.003,0.004,0.006,0.007,0.006,0.005,0.006,0.027,0.017,0.011,0.023,0.011,0.012,0.017,0.025,0.029,0.027,0.023,0.028,0.009,0.007,0.006,0.011,0.006,0.005,0.008,0.013,0.016,0.012,0.01,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25201,ëÂí√és,Ootsu-shi,25201510,àßç‚,Ousaka,2,0,1,èZ,550,358,8505,0.012,0.053,0,0,0,0,0,0,0,0,0.024,0,2,,30,30,27,31,31,30,29,29,31,31,28,31,706,722,646,732,731,708,704,702,733,731,660,730,0.012,0.011,0.011,0.01,0.008,0.01,0.012,0.014,0.015,0.014,0.013,0.015,0.047,0.036,0.043,0.036,0.03,0.033,0.029,0.04,0.041,0.04,0.039,0.053,0.023,0.018,0.018,0.018,0.013,0.016,0.017,0.024,0.029,0.024,0.022,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25201,ëÂí√és,Ootsu-shi,25201540,êŒéR,Ishiyama,2,0,1,èZ,550,362,8573,0.008,0.038,0,0,0,0,0,0,0,0,0.017,0,2,,30,31,30,31,31,28,31,29,31,31,28,31,706,734,707,732,731,677,732,702,731,731,660,730,0.008,0.008,0.008,0.007,0.006,0.008,0.007,0.009,0.011,0.01,0.009,0.011,0.038,0.029,0.022,0.019,0.017,0.022,0.029,0.035,0.037,0.032,0.027,0.037,0.016,0.016,0.014,0.01,0.011,0.013,0.017,0.017,0.022,0.017,0.014,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25201,ëÂí√és,Ootsu-shi,25201570,è„ìcè„,Kamitanakami,2,0,6,ñ¢,550,362,8577,0.013,0.076,0,0,0,0,0,0,0,0,0.025,0,2,,30,31,30,31,31,28,31,29,31,31,28,31,707,731,707,733,731,679,732,702,731,733,661,730,0.015,0.012,0.014,0.009,0.008,0.013,0.013,0.015,0.013,0.012,0.012,0.018,0.076,0.06,0.069,0.033,0.041,0.042,0.044,0.047,0.047,0.05,0.054,0.06,0.03,0.02,0.026,0.016,0.017,0.02,0.02,0.024,0.027,0.025,0.024,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25202,ïFç™és,Hikone-shi,25202090,ïFç™,Hikone,1,0,1,èZ,552,362,8584,0.006,0.032,0,0,0,0,0,0,0,0,0.015,0,2,,30,31,30,31,31,30,31,27,31,31,28,31,710,735,711,732,734,710,734,661,733,728,663,733,0.005,0.005,0.005,0.005,0.004,0.005,0.005,0.007,0.008,0.007,0.006,0.007,0.019,0.015,0.015,0.014,0.013,0.015,0.018,0.026,0.032,0.032,0.027,0.028,0.01,0.008,0.007,0.009,0.007,0.007,0.01,0.014,0.02,0.016,0.011,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25203,í∑ïlés,Nagahama-shi,25203030,í∑ïl,Nagahama,1,0,1,èZ,552,363,8656,0.006,0.033,0,0,0,0,0,0,0,0,0.014,0,2,,30,31,30,31,31,30,31,28,31,31,28,31,714,736,713,736,739,714,739,688,735,735,668,739,0.005,0.004,0.005,0.005,0.004,0.005,0.005,0.006,0.008,0.007,0.008,0.007,0.016,0.015,0.017,0.015,0.011,0.013,0.02,0.024,0.029,0.032,0.032,0.033,0.008,0.008,0.007,0.009,0.007,0.008,0.008,0.013,0.016,0.017,0.015,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,25,é†âÍåß,Shiga-ken,25204,ãﬂç]î™î¶és,Oumihachiman-shi,25204050,î™î¶,Hachiman,1,0,2,è§,552,362,8600,0.005,0.031,0,0,0,0,0,0,0,0,0.015,0,2,,30,31,30,30,31,29,30,30,31,31,28,31,715,738,702,725,738,693,713,706,729,738,666,737,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.007,0.008,0.007,0.006,0.007,0.025,0.015,0.011,0.013,0.012,0.013,0.015,0.026,0.031,0.028,0.025,0.025,0.009,0.008,0.007,0.009,0.007,0.007,0.009,0.014,0.016,0.016,0.012,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
