ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),îNïΩãœíl(NO2/NO+NO2)(%),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄8,îNä‘èWåvçÄñ⁄9,îNä‘èWåvçÄñ⁄10,îNä‘èWåvçÄñ⁄11,îNä‘èWåvçÄñ⁄12,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇSåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇTåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇUåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇVåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇWåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇXåé,åéïΩãœíl(NO2/NO+NO2)(%)_10åé,åéïΩãœíl(NO2/NO+NO2)(%)_11åé,åéïΩãœíl(NO2/NO+NO2)(%)_12åé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇPåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇQåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇRåé,åéä‘èWåvçÄñ⁄7_ÇSåé,åéä‘èWåvçÄñ⁄7_ÇTåé,åéä‘èWåvçÄñ⁄7_ÇUåé,åéä‘èWåvçÄñ⁄7_ÇVåé,åéä‘èWåvçÄñ⁄7_ÇWåé,åéä‘èWåvçÄñ⁄7_ÇXåé,åéä‘èWåvçÄñ⁄7_10åé,åéä‘èWåvçÄñ⁄7_11åé,åéä‘èWåvçÄñ⁄7_12åé,åéä‘èWåvçÄñ⁄7_ÇPåé,åéä‘èWåvçÄñ⁄7_ÇQåé,åéä‘èWåvçÄñ⁄7_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19201,çbï{és,Koufu-shi,19201011,çbï{ésñèäé©îr,Koufushiyakushojihai,2,0,2,è§,1000,365,8677,0.011,0.09,0.028,80.7,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,715,737,714,738,738,711,739,713,735,733,667,737,0.007,0.007,0.007,0.008,0.007,0.007,0.008,0.015,0.02,0.016,0.015,0.012,0.025,0.031,0.026,0.025,0.02,0.023,0.031,0.054,0.09,0.079,0.089,0.051,0.012,0.012,0.01,0.016,0.01,0.01,0.018,0.028,0.037,0.027,0.044,0.018,88.3,85.9,85.6,80.2,76.4,83.9,82.8,79.9,74.3,79.2,80.3,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19201,çbï{és,Koufu-shi,19201020,çbï{ïxémå©,Koufufujimi,1,0,1,èZ,1000,363,8654,0.009,0.084,0.023,81,2,,,,,,,,,,30,31,30,31,31,28,31,30,31,31,28,31,715,738,714,738,738,686,739,713,739,736,664,734,0.006,0.005,0.005,0.006,0.005,0.006,0.007,0.013,0.017,0.013,0.012,0.008,0.032,0.024,0.016,0.021,0.03,0.018,0.036,0.055,0.074,0.066,0.084,0.041,0.011,0.008,0.007,0.011,0.007,0.01,0.017,0.022,0.031,0.023,0.043,0.013,88.4,87.9,85.3,79.3,74.6,84.1,82.4,80.3,75.3,79.8,79.9,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19202,ïxémãgìcés,Fujiyoshida-shi,19202030,ãgìc,Yoshida,1,0,1,èZ,1000,321,7679,0.006,0.049,0.013,88.4,2,,,,,,,,,,30,31,30,27,0,21,31,30,31,31,28,31,715,737,714,675,0,512,739,713,737,736,664,737,0.004,0.004,0.004,0.004,,0.004,0.004,0.006,0.008,0.009,0.008,0.006,0.014,0.016,0.012,0.016,,0.01,0.021,0.036,0.042,0.049,0.047,0.029,0.006,0.009,0.005,0.007,,0.006,0.008,0.01,0.013,0.019,0.015,0.011,93.1,91.7,89.1,83.3,,90.2,89.1,88.7,86.7,86.8,86.9,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19204,ìsóØés,Tsuru-shi,19204010,ìsóØ,Tsuru,1,0,1,èZ,1000,363,8641,0.007,0.145,0.019,80,2,,,,,,,,,,30,31,30,29,31,30,31,30,31,31,28,31,715,738,714,696,736,714,739,713,739,737,663,737,0.005,0.005,0.004,0.005,0.005,0.005,0.006,0.009,0.012,0.012,0.01,0.007,0.016,0.02,0.014,0.022,0.028,0.017,0.022,0.055,0.076,0.145,0.077,0.054,0.007,0.01,0.006,0.013,0.01,0.008,0.01,0.019,0.023,0.026,0.019,0.014,81.1,81.3,76.4,70.4,70.8,87.6,81.7,86.8,81.4,79.6,78.5,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19206,ëÂåéés,Ootsuki-shi,19206010,ëÂåé,Ootsuki,1,0,1,èZ,1000,330,7888,0.013,0.131,0.038,72.1,2,,,,,,,,,,30,31,30,27,0,30,31,30,31,31,28,31,715,738,714,667,10,714,739,713,739,737,665,737,0.009,0.008,0.007,0.009,0.006,0.007,0.01,0.019,0.023,0.021,0.018,0.013,0.048,0.037,0.03,0.041,0.009,0.029,0.045,0.094,0.131,0.117,0.097,0.06,0.019,0.016,0.015,0.019,,0.014,0.019,0.044,0.05,0.038,0.044,0.025,90.6,88.9,86.7,69.2,98.4,80.3,68.7,61.7,59.2,67.3,75.7,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19207,îBçËés,Nirasaki-shi,19207030,îBçË,Nirasaki,1,0,1,èZ,1000,363,8655,0.007,0.06,0.019,82.4,2,,,,,,,,,,30,31,30,31,29,30,31,30,31,31,28,31,715,738,714,738,715,713,739,709,739,737,665,733,0.006,0.005,0.005,0.007,0.005,0.006,0.007,0.01,0.012,0.009,0.009,0.007,0.025,0.021,0.019,0.021,0.023,0.021,0.03,0.039,0.057,0.043,0.06,0.034,0.01,0.009,0.008,0.012,0.008,0.01,0.018,0.017,0.024,0.021,0.027,0.014,89.7,88.2,87.1,74.4,70.8,83.4,80.4,82.4,79.5,83.7,84.5,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19208,ìÏÉAÉãÉvÉXés,Minamiarupusu-shi,19390030,ìÏÉAÉãÉvÉX,Minamiarupusu,1,0,6,ñ¢,1000,358,8585,0.006,0.166,0.018,82,2,,,,,,,,,,30,31,30,29,31,30,31,30,31,31,26,28,715,738,714,709,737,714,739,712,739,738,642,688,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.009,0.012,0.01,0.009,0.006,0.015,0.019,0.011,0.014,0.015,0.012,0.022,0.04,0.166,0.057,0.064,0.032,0.006,0.005,0.004,0.006,0.005,0.007,0.013,0.018,0.037,0.02,0.029,0.01,92.8,88.1,92.3,85.4,74.9,86,88.1,81.7,74.4,81.8,82.9,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19211,ìJêÅés,Fuefuki-shi,19321030,ìJêÅ,Fuefuki,1,0,6,ñ¢,1000,352,8429,0.009,0.119,0.024,85,2,,,,,,,,,,30,31,30,25,24,30,31,30,31,31,28,31,715,738,714,613,605,714,739,713,739,737,665,737,0.006,0.005,0.005,0.006,0.005,0.006,0.007,0.013,0.015,0.013,0.012,0.009,0.028,0.021,0.02,0.024,0.02,0.021,0.031,0.056,0.119,0.088,0.082,0.061,0.01,0.009,0.008,0.012,0.008,0.009,0.014,0.022,0.031,0.024,0.025,0.015,93.9,92.8,94.2,85.5,81.4,90.3,88,80.4,75.9,81.7,85.4,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19212,è„ñÏå¥és,Uenohara-shi,19441030,è„ñÏå¥,Uenohara,1,0,1,èZ,1000,330,7893,0.008,0.081,0.018,80.9,2,,,,,,,,,,30,31,30,29,0,28,31,30,31,31,28,31,715,738,714,698,13,687,739,713,739,735,667,735,0.006,0.006,0.005,0.006,0.007,0.005,0.006,0.009,0.011,0.011,0.011,0.008,0.021,0.022,0.015,0.026,0.013,0.02,0.027,0.036,0.047,0.068,0.081,0.031,0.009,0.012,0.007,0.018,,0.011,0.014,0.016,0.019,0.02,0.048,0.013,87.6,84.3,85.1,75.1,89.7,81.4,77.8,76.6,75.4,82.5,81.4,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19213,çbèBés,Kousyuu-shi,19205020,ìåéRóú,Higashiyamanashi,1,0,6,ñ¢,1000,361,8619,0.005,0.045,0.011,74.9,2,,,,,,,,,,30,31,30,31,29,30,29,30,31,31,28,31,715,738,714,738,709,710,713,704,738,737,667,736,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.006,0.007,0.006,0.005,0.005,0.012,0.016,0.012,0.043,0.011,0.013,0.018,0.026,0.035,0.045,0.026,0.018,0.006,0.008,0.005,0.008,0.005,0.007,0.008,0.012,0.015,0.015,0.016,0.008,80.1,78.8,75.3,71.6,67.5,69.3,71.3,71.6,73.1,77.4,79.2,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,19,éRóúåß,Yamanashi-ken,19366,ìÏïîí¨,Nanbu-cho,19366010,ìÏïî,Nanbu,1,0,6,ñ¢,1000,363,8660,0.003,0.123,0.007,92.5,2,,,,,,,,,,30,31,30,29,31,30,31,30,31,31,28,31,715,738,714,711,738,713,739,713,739,737,666,737,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.003,0.009,0.123,0.014,0.011,0.006,0.012,0.01,0.011,0.012,0.014,0.017,0.011,0.005,0.01,0.003,0.005,0.004,0.005,0.005,0.006,0.007,0.007,0.007,0.006,96.5,84.1,96.9,86.5,86,95.1,95.1,93.7,91.2,94.4,94.7,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201030,ä¬ã´ï€ëSå§ãÜèä,Kankyouhozenkenkyuujo,1,0,1,èZ,422,362,8666,0.006,0.071,0.023,88.4,2,,,,,,,,,,30,31,30,31,30,30,31,30,31,29,28,31,715,737,715,739,735,712,739,715,739,713,668,739,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.007,0.014,0.014,0.009,0.007,0.022,0.012,0.008,0.009,0.017,0.01,0.016,0.039,0.061,0.071,0.039,0.054,0.007,0.006,0.005,0.005,0.005,0.005,0.007,0.019,0.029,0.026,0.019,0.015,96.8,96.8,99,94.1,93.4,97.7,94.5,85,77.9,86.1,89.3,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201070,ãgìc,Yoshida,1,0,1,èZ,422,326,7767,0.008,0.071,0.025,80.2,2,,,,,,,,,,30,28,30,31,31,17,9,30,30,31,28,31,712,678,711,736,734,409,221,709,729,732,662,734,0.005,0.004,0.003,0.003,0.002,0.003,0.007,0.01,0.017,0.014,0.011,0.008,0.023,0.021,0.012,0.018,0.009,0.009,0.019,0.046,0.071,0.065,0.055,0.043,0.011,0.007,0.006,0.005,0.003,0.004,0.01,0.022,0.034,0.032,0.024,0.016,86.9,87.4,94.6,86.3,79.8,74.9,76.9,75.2,70.4,82.6,83.5,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201110,é¬Émà‰,Shinonoi,1,0,1,èZ,422,362,8670,0.007,0.084,0.023,85.1,2,,,,,,,,,,30,29,30,31,31,30,31,30,30,31,28,31,716,709,716,740,739,715,740,715,734,739,668,739,0.005,0.004,0.003,0.004,0.004,0.004,0.005,0.009,0.015,0.014,0.01,0.008,0.021,0.012,0.01,0.011,0.026,0.018,0.014,0.045,0.084,0.073,0.056,0.038,0.008,0.006,0.006,0.006,0.008,0.007,0.008,0.018,0.031,0.032,0.017,0.014,94.5,90.1,94,84.3,79.8,82.5,88.5,82.8,75.3,85.7,89.7,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201140,ê^ìá,Mashima,1,0,6,ñ¢,422,363,8698,0.008,0.102,0.028,76.2,2,,,,,,,,,,30,30,30,31,31,30,31,30,30,31,28,31,715,735,716,740,739,716,740,715,735,739,668,740,0.006,0.005,0.004,0.005,0.005,0.005,0.006,0.012,0.018,0.014,0.011,0.009,0.031,0.042,0.033,0.018,0.037,0.049,0.027,0.067,0.102,0.07,0.071,0.077,0.011,0.008,0.006,0.008,0.009,0.009,0.011,0.028,0.036,0.032,0.018,0.019,88.6,87.3,84.2,73.9,72.9,79.2,73.8,68.3,63.4,79.1,84.7,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201510,è¨ìáìc,Oshimada,2,0,6,ñ¢,422,361,8660,0.017,0.178,0.043,55.7,2,,,,,,,,,,30,29,30,31,31,30,31,30,30,30,28,31,716,712,716,740,739,716,740,715,733,730,666,737,0.015,0.011,0.012,0.011,0.01,0.011,0.014,0.023,0.031,0.028,0.023,0.022,0.099,0.129,0.053,0.066,0.046,0.061,0.065,0.122,0.178,0.131,0.117,0.115,0.026,0.023,0.019,0.021,0.019,0.019,0.024,0.041,0.054,0.054,0.035,0.033,69,63.5,54.6,52.9,53.8,60.3,54.9,50.5,47.4,56.6,58.3,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20202,èºñ{és,Matsumoto-shi,20202050,èºñ{,Matsumoto,1,0,1,èZ,423,361,8635,0.01,0.121,0.029,73,2,,,,,,,,,,30,31,28,31,31,30,31,30,29,31,28,31,714,739,691,738,739,714,739,711,707,739,667,737,0.007,0.019,0.009,0.005,0.005,0.006,0.007,0.013,0.014,0.013,0.012,0.012,0.034,0.057,0.074,0.038,0.038,0.038,0.043,0.064,0.121,0.072,0.073,0.059,0.012,0.038,0.03,0.012,0.01,0.01,0.015,0.031,0.031,0.026,0.025,0.024,90.8,40.4,54.4,83.7,77.2,87.8,83.3,74.3,74.4,83.8,82.8,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20202,èºñ{és,Matsumoto-shi,20202060,èºñ{èØì‡,Matsumotoshounai,1,0,1,èZ,423,363,8663,0.007,0.076,0.021,81.1,2,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,714,739,711,738,739,715,738,714,710,739,667,739,0.006,0.004,0.004,0.005,0.004,0.005,0.007,0.01,0.013,0.011,0.01,0.008,0.031,0.02,0.011,0.015,0.013,0.018,0.029,0.076,0.07,0.058,0.051,0.048,0.01,0.01,0.007,0.007,0.008,0.009,0.017,0.023,0.039,0.023,0.018,0.014,87.5,90.6,89.7,80.3,81,85.9,80,75,70.8,80.7,84.4,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20202,èºñ{és,Matsumoto-shi,20202510,èºñ{èçåç∑ì_,Matsumotonagisakousaten,2,0,3,èÄçH,423,363,8668,0.019,0.138,0.045,56.5,2,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,714,739,714,738,739,714,739,713,714,739,667,738,0.016,0.012,0.013,0.014,0.011,0.015,0.019,0.025,0.029,0.027,0.023,0.021,0.08,0.063,0.052,0.055,0.052,0.062,0.077,0.138,0.136,0.127,0.118,0.113,0.028,0.028,0.021,0.022,0.018,0.022,0.035,0.048,0.065,0.044,0.038,0.041,62.7,62.5,62.3,54,53.8,56,52.4,53.4,48,57.1,60.4,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20203,è„ìcés,Ueda-shi,20203010,è„ìc,Ueda,1,0,1,èZ,1000,363,8665,0.008,0.094,0.023,85.9,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,29,28,31,713,739,713,738,739,715,737,715,737,713,667,739,0.006,0.005,0.005,0.005,0.005,0.005,0.006,0.011,0.017,0.013,0.011,0.01,0.024,0.036,0.011,0.015,0.014,0.014,0.029,0.052,0.094,0.081,0.049,0.047,0.01,0.011,0.007,0.009,0.008,0.007,0.013,0.022,0.041,0.031,0.02,0.017,93.3,93.2,94.8,89.9,86,93.4,89.6,84.5,73.6,83.7,87.4,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20204,â™íJés,Okaya-shi,20204510,â™íJÉCÉìÉ^Å[,Okayainta-Chenji,2,0,6,ñ¢,423,363,8664,0.015,0.084,0.032,68.7,2,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,714,739,714,738,739,714,739,713,709,740,667,738,0.011,0.011,0.012,0.013,0.012,0.013,0.015,0.018,0.018,0.017,0.018,0.016,0.053,0.054,0.063,0.057,0.062,0.053,0.054,0.081,0.084,0.075,0.084,0.073,0.019,0.021,0.021,0.021,0.02,0.02,0.023,0.036,0.038,0.035,0.028,0.029,73,73.1,71.6,62.9,59,67,65.8,66.2,67,70.6,72.8,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20205,î—ìcés,Iida-shi,20205010,î—ìc,Iida,1,0,1,èZ,1000,363,8666,0.005,0.045,0.015,90.2,2,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,715,738,713,739,738,715,739,713,712,738,667,739,0.004,0.004,0.003,0.003,0.003,0.004,0.005,0.008,0.009,0.009,0.007,0.006,0.014,0.01,0.009,0.01,0.012,0.012,0.016,0.042,0.036,0.045,0.039,0.034,0.006,0.006,0.005,0.006,0.005,0.005,0.01,0.016,0.018,0.016,0.019,0.014,94.6,94.7,94.8,88.5,86.5,93.2,90.7,85.9,86.4,90.1,91.4,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20206,êzñKés,Suwa-shi,20206010,êzñK,Suwa,1,0,3,èÄçH,423,363,8665,0.007,0.083,0.022,83.4,2,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,714,739,713,737,738,713,739,713,713,740,667,739,0.005,0.004,0.004,0.004,0.004,0.004,0.006,0.011,0.011,0.011,0.01,0.008,0.027,0.017,0.015,0.015,0.016,0.015,0.029,0.058,0.083,0.078,0.053,0.043,0.01,0.007,0.006,0.007,0.006,0.008,0.01,0.029,0.027,0.023,0.019,0.019,89.6,90.1,90.3,83.9,77.8,87.6,85.1,78.1,75.8,82.5,85.3,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20208,è¨èîés,Komoro-shi,20208020,è¨èî,Komoro,1,0,1,èZ,1000,363,8652,0.006,0.052,0.014,89.3,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,29,28,31,714,738,712,737,738,711,736,715,737,710,666,738,0.006,0.004,0.004,0.005,0.004,0.004,0.005,0.007,0.009,0.008,0.008,0.007,0.043,0.014,0.011,0.023,0.022,0.017,0.023,0.052,0.046,0.032,0.031,0.035,0.012,0.007,0.008,0.008,0.009,0.006,0.009,0.017,0.022,0.015,0.011,0.012,90.4,95.4,96.6,90.4,86.9,94.6,90.2,87.1,83.1,88,88.5,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20209,à…ìﬂés,Ina-shi,20209010,à…ìﬂ,Ina,1,0,2,è§,1000,363,8657,0.006,0.057,0.016,87.8,2,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,715,738,712,738,738,716,739,713,708,734,667,739,0.005,0.004,0.003,0.004,0.003,0.004,0.005,0.009,0.009,0.009,0.007,0.007,0.024,0.011,0.013,0.014,0.02,0.021,0.024,0.046,0.049,0.057,0.04,0.039,0.008,0.006,0.005,0.006,0.006,0.006,0.009,0.022,0.019,0.022,0.013,0.013,92.9,94.2,94.5,87,83.4,91.6,88.8,83.7,83.3,86.2,88.6,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,20,í∑ñÏåß,Nagano-ken,20212,ëÂí¨és,Oomachi-shi,20212160,ëÂí¨,Oomachi,1,0,1,èZ,1000,363,8663,0.004,0.111,0.012,86.4,2,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,715,738,713,738,739,714,736,714,714,738,666,738,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.005,0.006,0.007,0.007,0.005,0.013,0.012,0.01,0.011,0.037,0.02,0.018,0.029,0.06,0.1,0.108,0.111,0.005,0.004,0.004,0.003,0.007,0.005,0.007,0.01,0.018,0.017,0.016,0.015,91.6,94.1,94.5,88.4,86.4,89.7,89.2,85.1,82.7,82.6,81.4,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
