ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(mg/m3),ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙),ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇPéûä‘ílÇÃç≈çÇíl(mg/m3),ì˙ïΩãœílÇÃÇQ%èúäOíl(mg/m3),ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙Ç™ÇQì˙à»è„òAë±ÇµÇΩÇ±Ç∆ÇÃóLñ≥(óL:XÅEñ≥:O),ä¬ã´äÓèÄÇÃí∑ä˙ìIï]âøÇ…ÇÊÇÈì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(mg/m3)_ÇSåé,åéïΩãœíl(mg/m3)_ÇTåé,åéïΩãœíl(mg/m3)_ÇUåé,åéïΩãœíl(mg/m3)_ÇVåé,åéïΩãœíl(mg/m3)_ÇWåé,åéïΩãœíl(mg/m3)_ÇXåé,åéïΩãœíl(mg/m3)_10åé,åéïΩãœíl(mg/m3)_11åé,åéïΩãœíl(mg/m3)_12åé,åéïΩãœíl(mg/m3)_ÇPåé,åéïΩãœíl(mg/m3)_ÇQåé,åéïΩãœíl(mg/m3)_ÇRåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇRåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23210,ä†íJés,Kariya-shi,23210040,ä†íJéséıí¨,Kariyashikotobukichou,1,0,2,è§,530,362,8694,0.011,0,0,0,0,0.08,0.025,O,0,3,,,,,30,31,27,31,31,30,31,30,31,31,28,31,719,742,674,741,742,718,743,717,743,743,670,742,0.013,0.013,0.012,0.012,0.011,0.012,0.009,0.011,0.01,0.007,0.008,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.075,0.038,0.08,0.06,0.049,0.041,0.048,0.048,0.042,0.036,0.054,0.041,0.032,0.022,0.02,0.025,0.025,0.018,0.025,0.022,0.018,0.019,0.028,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23211,ñLìcés,Toyota-shi,23211020,ñLìcésìÏïî,Nanbukyoku(Takemotochou),1,0,6,ñ¢,520,363,8718,0.012,0,0,0,0,0.15,0.025,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,29,719,743,718,743,743,720,741,719,744,743,671,714,0.016,0.015,0.014,0.013,0.013,0.014,0.011,0.012,0.009,0.008,0.009,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.15,0.042,0.034,0.043,0.05,0.068,0.044,0.029,0.036,0.039,0.05,0.058,0.036,0.025,0.021,0.025,0.028,0.02,0.024,0.018,0.013,0.017,0.025,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23211,ñLìcés,Toyota-shi,23211040,ñLìcésíÜïî,Chuubukyoku(Sangenchou),1,0,1,èZ,520,362,8694,0.011,0,0,0,0,0.109,0.024,O,0,3,,,,,30,31,30,30,31,30,31,30,31,29,28,31,719,743,719,735,742,717,741,713,742,712,668,743,0.012,0.012,0.014,0.012,0.016,0.013,0.01,0.009,0.007,0.006,0.007,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.067,0.048,0.056,0.059,0.051,0.038,0.035,0.036,0.037,0.021,0.109,0.038,0.025,0.02,0.028,0.034,0.033,0.016,0.017,0.014,0.013,0.013,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23211,ñLìcés,Toyota-shi,23211050,ñLìcésñkïî,Hokubukyoku(Kanouchou),1,0,6,ñ¢,520,363,8720,0.012,0,0,0,0,0.067,0.025,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,29,719,743,719,743,743,719,742,719,743,744,672,714,0.015,0.014,0.015,0.014,0.014,0.014,0.011,0.01,0.007,0.007,0.008,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.054,0.037,0.044,0.045,0.052,0.048,0.042,0.038,0.021,0.062,0.044,0.055,0.033,0.026,0.022,0.027,0.029,0.019,0.021,0.016,0.011,0.015,0.024,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23211,ñLìcés,Toyota-shi,23211060,ñLìcésìåïî,Toubukyoku(Houraichou),1,0,1,èZ,520,363,8715,0.013,0,0,0,0,0.069,0.027,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,29,719,743,719,740,743,719,741,720,743,743,671,714,0.016,0.015,0.015,0.015,0.014,0.015,0.012,0.011,0.009,0.008,0.009,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.06,0.038,0.037,0.049,0.045,0.033,0.037,0.025,0.026,0.029,0.044,0.057,0.036,0.027,0.023,0.028,0.029,0.021,0.024,0.016,0.012,0.017,0.025,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23211,ñLìcés,Toyota-shi,23211530,ñLìcésêVìc,Shindenkyoku(Hanazonochou),2,0,1,èZ,520,359,8657,0.012,0,0,0,0,0.078,0.023,O,0,3,,,,,30,31,30,30,31,30,31,30,31,31,26,28,719,743,719,735,743,718,743,719,742,743,640,693,0.014,0.013,0.014,0.014,0.012,0.013,0.011,0.012,0.01,0.01,0.01,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.045,0.033,0.078,0.038,0.042,0.029,0.048,0.033,0.024,0.033,0.041,0.042,0.028,0.023,0.023,0.023,0.027,0.019,0.023,0.019,0.014,0.018,0.025,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23212,à¿èÈés,Anjyou-shi,23212030,à¿èÈî_ó—çÇçZ,Anjounourinkoukou,1,0,6,ñ¢,1000,362,8687,0.013,0,0,0,0,0.067,0.025,O,0,3,,,,,30,28,30,31,31,30,31,30,31,31,28,31,719,696,719,740,742,715,741,717,743,743,670,742,0.014,0.013,0.015,0.013,0.012,0.014,0.012,0.013,0.011,0.01,0.011,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.043,0.032,0.042,0.05,0.066,0.029,0.067,0.051,0.04,0.037,0.043,0.04,0.027,0.025,0.02,0.024,0.028,0.019,0.024,0.023,0.018,0.022,0.028,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23213,êºîˆés,Nishio-shi,23213010,à§å˙ÉzÅ[ÉÄêºîˆâë,Aikouho-Munishioen,1,0,6,ñ¢,1000,349,8395,0.013,1,0,0,0,0.301,0.024,O,0,3,,,,,30,28,30,31,31,30,31,30,31,31,26,20,719,700,719,740,742,716,741,717,741,742,631,487,0.014,0.013,0.013,0.013,0.013,0.014,0.012,0.013,0.012,0.012,0.011,0.015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.044,0.044,0.055,0.086,0.058,0.116,0.059,0.155,0.301,0.055,0.047,0.04,0.024,0.022,0.021,0.022,0.028,0.021,0.026,0.023,0.023,0.021,0.03,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23213,êºîˆés,Nishio-shi,23481010,êºîˆésñèäàÍêF,Nishioshiyakushoisshikishishyo,1,0,1,èZ,1000,362,8692,0.017,0,0,0,0,0.074,0.034,O,0,3,,,,,30,28,30,31,31,30,31,30,31,31,28,31,719,694,719,742,742,718,742,717,743,743,671,742,0.019,0.019,0.017,0.016,0.017,0.017,0.015,0.017,0.016,0.014,0.014,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.071,0.051,0.043,0.057,0.049,0.038,0.063,0.061,0.048,0.049,0.061,0.058,0.043,0.029,0.024,0.035,0.033,0.027,0.038,0.036,0.023,0.027,0.04,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23214,äóåSés,Gamagoori-shi,23214010,äóåSéså‰çKí¨,Gamagoorishimiyukichou,1,0,1,èZ,500,360,8670,0.014,0,0,0,0,0.076,0.028,O,0,3,,,,,30,31,27,29,31,30,31,30,31,31,28,31,719,742,668,723,742,718,742,717,743,743,671,742,0.016,0.018,0.015,0.015,0.017,0.015,0.011,0.014,0.011,0.01,0.01,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.063,0.039,0.041,0.058,0.045,0.032,0.035,0.058,0.036,0.028,0.045,0.06,0.04,0.027,0.026,0.038,0.028,0.02,0.03,0.025,0.02,0.018,0.032,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23215,å¢éRés,Inuyama-shi,23215010,å¢éRè¡ñhèê,Inuyamashouboushyo,1,0,1,èZ,510,362,8687,0.013,0,0,0,0,0.096,0.027,O,0,3,,,,,30,31,27,31,31,30,31,30,31,31,28,31,719,741,671,742,742,718,741,717,741,743,671,741,0.018,0.015,0.017,0.014,0.014,0.014,0.011,0.014,0.01,0.009,0.01,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.065,0.061,0.037,0.058,0.047,0.062,0.068,0.032,0.027,0.032,0.083,0.049,0.036,0.027,0.021,0.022,0.029,0.02,0.028,0.02,0.017,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23216,èÌääés,Tokoname-shi,23216110,èÌääèÚâªÉZÉìÉ^Å[,Tokonamejoukasenta,1,0,2,è§,530,362,8689,0.014,0,0,0,0,0.072,0.028,O,0,3,,,,,30,31,27,31,31,30,31,30,31,31,28,31,719,743,668,741,742,718,743,716,743,743,671,742,0.017,0.015,0.015,0.016,0.016,0.016,0.013,0.014,0.012,0.01,0.01,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.063,0.043,0.046,0.065,0.046,0.032,0.047,0.053,0.044,0.04,0.057,0.054,0.035,0.027,0.024,0.031,0.028,0.023,0.027,0.029,0.02,0.022,0.034,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23216,èÌääés,Tokoname-shi,23216510,ëΩâÆëÂãCë™íËèä,Tayataikisokuteijo,2,0,3,èÄçH,530,336,8123,0.011,0,0,0,0,0.097,0.025,O,0,3,,,,,30,31,30,31,31,30,12,24,31,31,28,27,719,744,720,744,743,717,315,605,742,724,667,683,0.014,0.013,0.013,0.014,0.015,0.013,0.009,0.011,0.009,0.005,0.006,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.061,0.048,0.065,0.097,0.077,0.038,0.05,0.057,0.028,0.036,0.067,0.046,0.032,0.023,0.024,0.028,0.031,0.017,0.022,0.025,0.012,0.016,0.037,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23217,ç]ìÏés,Kounan-shi,23217010,ç]ìÏéså√ímñÏí¨,Kounanshikochinochou,1,0,1,èZ,510,362,8690,0.011,0,0,0,0,0.053,0.024,O,0,3,,,,,30,28,30,31,31,30,31,30,31,31,28,31,719,695,719,743,739,718,742,717,743,743,670,742,0.012,0.011,0.013,0.012,0.011,0.011,0.009,0.011,0.008,0.007,0.007,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.049,0.039,0.041,0.042,0.041,0.025,0.042,0.035,0.03,0.03,0.053,0.036,0.027,0.023,0.019,0.019,0.025,0.016,0.024,0.019,0.013,0.018,0.027,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23219,è¨ñqés,Komaki-shi,23219010,è¨ñqçÇçZ,Komakikoukou,1,0,1,èZ,520,362,8690,0.012,0,0,0,0,0.093,0.026,O,0,3,,,,,30,31,27,31,31,30,31,30,31,31,28,31,719,743,672,741,740,718,742,717,743,743,670,742,0.014,0.014,0.015,0.013,0.012,0.013,0.01,0.013,0.01,0.01,0.01,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.093,0.046,0.05,0.051,0.047,0.031,0.042,0.045,0.042,0.037,0.068,0.037,0.03,0.026,0.018,0.02,0.027,0.018,0.025,0.023,0.018,0.022,0.029,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23219,è¨ñqés,Komaki-shi,23219510,è¨ñqésëÂãCâòêıã«,Komakishitaikiosensokuteikyoku,2,0,4,çH,520,361,8611,0.011,0,0,0,0,0.164,0.027,O,0,3,,,,,30,29,30,31,31,30,31,30,29,31,28,31,714,707,714,732,739,714,737,712,704,737,665,736,0.014,0.013,0.014,0.014,0.013,0.012,0.009,0.009,0.007,0.006,0.006,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.164,0.068,0.119,0.057,0.081,0.066,0.068,0.049,0.053,0.051,0.07,0.049,0.037,0.025,0.029,0.027,0.027,0.02,0.019,0.016,0.014,0.019,0.023,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23220,àÓëÚés,Inazawa-shi,23220510,àÓëÚésñèä,Inazawashiyakusho,2,0,6,ñ¢,510,362,8686,0.012,0,0,0,0,0.141,0.028,O,0,3,,,,,30,28,30,31,31,30,31,30,31,31,28,31,719,690,719,743,741,717,742,717,743,743,670,742,0.015,0.015,0.014,0.013,0.012,0.012,0.01,0.012,0.01,0.007,0.007,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.061,0.046,0.057,0.046,0.052,0.099,0.141,0.076,0.048,0.039,0.063,0.044,0.035,0.025,0.023,0.023,0.025,0.019,0.037,0.028,0.015,0.017,0.032,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23221,êVèÈés,Shinshiro-shi,23221010,êVèÈè¡ñhèê,Shinshiroshouboushyo,1,0,1,èZ,1000,362,8681,0.008,0,0,0,0,0.086,0.021,O,0,3,,,,,30,28,30,31,31,30,31,30,31,31,28,31,719,693,719,736,743,718,742,715,741,743,670,742,0.011,0.011,0.011,0.01,0.011,0.01,0.008,0.007,0.005,0.004,0.005,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.086,0.039,0.032,0.045,0.05,0.033,0.052,0.029,0.022,0.025,0.044,0.043,0.024,0.024,0.018,0.028,0.021,0.016,0.016,0.015,0.009,0.01,0.021,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23222,ìåäCés,Toukai-shi,23222010,ìåäCésñºòaí¨,Toukaishinawamachi,1,0,1,èZ,490,354,8555,0.017,0,0,0,0,0.078,0.034,O,0,3,,,,,30,28,30,31,31,28,31,30,31,31,22,31,717,694,719,741,742,705,743,717,741,743,552,741,0.02,0.018,0.018,0.017,0.016,0.016,0.015,0.018,0.016,0.012,0.013,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.064,0.075,0.046,0.049,0.053,0.044,0.062,0.058,0.039,0.042,0.072,0.06,0.039,0.033,0.026,0.03,0.034,0.025,0.034,0.036,0.024,0.026,0.042,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23222,ìåäCés,Toukai-shi,23222020,â°ê{âÍè¨äwçZ,Toukaishiyokosukashougakkou,1,0,1,èZ,490,362,8687,0.016,0,0,0,0,0.092,0.031,O,0,3,,,,,30,28,30,31,31,30,31,30,31,31,28,31,719,691,719,743,740,716,743,717,743,743,671,742,0.018,0.017,0.015,0.014,0.015,0.015,0.016,0.017,0.016,0.015,0.015,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.064,0.038,0.061,0.051,0.062,0.092,0.064,0.053,0.087,0.042,0.06,0.054,0.034,0.027,0.03,0.027,0.029,0.025,0.03,0.03,0.025,0.026,0.038,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23222,ìåäCés,Toukai-shi,23222030,ñºòaè¨äwçZ,Nawashougakkou,1,0,1,èZ,490,360,8647,0.015,3,0,0,0,0.756,0.03,O,0,3,,,,,30,31,30,31,29,30,31,30,28,31,28,31,716,742,719,741,710,719,743,718,685,743,670,741,0.014,0.016,0.019,0.021,0.016,0.019,0.016,0.018,0.011,0.007,0.007,0.015,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.063,0.053,0.756,0.084,0.048,0.036,0.078,0.05,0.03,0.045,0.053,0.04,0.036,0.028,0.082,0.023,0.033,0.023,0.035,0.028,0.017,0.022,0.034,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23222,ìåäCés,Toukai-shi,23222040,ïxñÿìáè¨äwçZ,Fukishimashougakkou,1,0,6,ñ¢,490,363,8712,0.014,0,0,0,0,0.161,0.033,O,0,3,,,,,30,31,30,31,31,30,31,30,31,29,28,31,718,741,719,743,742,719,743,719,742,714,671,741,0.01,0.017,0.017,0.011,0.013,0.016,0.016,0.021,0.015,0.01,0.01,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.064,0.042,0.039,0.035,0.045,0.042,0.161,0.058,0.049,0.039,0.055,0.041,0.035,0.028,0.019,0.023,0.029,0.027,0.042,0.034,0.022,0.023,0.034,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,23,à§ímåß,Aichi-ken,23222,ìåäCés,Toukai-shi,23222050,â¡ñÿâÆè¨äwçZ,Kagiyashougakkou,1,0,1,èZ,490,363,8710,0.014,0,0,0,0,0.07,0.028,O,0,3,,,,,30,31,30,31,31,30,31,28,31,31,28,31,719,743,719,740,743,719,743,688,740,742,671,743,0.015,0.015,0.014,0.013,0.012,0.014,0.013,0.014,0.013,0.011,0.011,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.07,0.034,0.048,0.039,0.046,0.06,0.054,0.038,0.049,0.043,0.053,0.043,0.031,0.023,0.022,0.022,0.028,0.021,0.028,0.026,0.02,0.023,0.034,,,,,,,,,,,,,,,,,,,,,,,,
