ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ÉRÅ[Éh_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄7,îNä‘èWåvçÄñ⁄8,îNä‘èWåvçÄñ⁄9,îNä‘èWåvçÄñ⁄10,îNä‘èWåvçÄñ⁄11,îNä‘èWåvçÄñ⁄12,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,åéä‘èWåvçÄñ⁄6_ÇSåé,åéä‘èWåvçÄñ⁄6_ÇTåé,åéä‘èWåvçÄñ⁄6_ÇUåé,åéä‘èWåvçÄñ⁄6_ÇVåé,åéä‘èWåvçÄñ⁄6_ÇWåé,åéä‘èWåvçÄñ⁄6_ÇXåé,åéä‘èWåvçÄñ⁄6_10,åéä‘èWåvçÄñ⁄6_11åé,åéä‘èWåvçÄñ⁄6_12åé,åéä‘èWåvçÄñ⁄6_ÇPåé,åéä‘èWåvçÄñ⁄6_ÇQåé,åéä‘èWåvçÄñ⁄6_ÇRåé,åéä‘èWåvçÄñ⁄7_ÇSåé,åéä‘èWåvçÄñ⁄7_ÇTåé,åéä‘èWåvçÄñ⁄7_ÇUåé,åéä‘èWåvçÄñ⁄7_ÇVåé,åéä‘èWåvçÄñ⁄7_ÇWåé,åéä‘èWåvçÄñ⁄7_ÇXåé,åéä‘èWåvçÄñ⁄7_10åé,åéä‘èWåvçÄñ⁄7_11åé,åéä‘èWåvçÄñ⁄7_12åé,åéä‘èWåvçÄñ⁄7_ÇPåé,åéä‘èWåvçÄñ⁄7_ÇQåé,åéä‘èWåvçÄñ⁄7_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2021,1,02,NO,2,19,éRóúåß,Yamanashi-ken,19211,ìJêÅés,Fuefuki-shi,19321030,ìJêÅ,Fuefuki,1,0,6,ñ¢,1000,352,8429,0.001,0.083,0.007,2,,,,,,,,,,,30,31,30,25,24,30,31,30,31,31,28,31,715,738,714,613,605,714,739,713,739,737,665,737,0,0,0,0.001,0.001,0.001,0.001,0.003,0.004,0.002,0.002,0.001,0.007,0.007,0.003,0.018,0.013,0.011,0.017,0.036,0.083,0.06,0.044,0.019,0.001,0.001,0.001,0.005,0.003,0.001,0.003,0.007,0.012,0.008,0.007,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,19,éRóúåß,Yamanashi-ken,19212,è„ñÏå¥és,Uenohara-shi,19441030,è„ñÏå¥,Uenohara,1,0,1,èZ,1000,330,7893,0.001,0.047,0.005,2,,,,,,,,,,,30,31,30,29,0,28,31,30,31,31,28,31,715,738,714,698,13,687,739,713,739,735,667,735,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.003,0.002,0.002,0.001,0.01,0.016,0.008,0.016,0.002,0.012,0.022,0.023,0.03,0.042,0.047,0.02,0.002,0.003,0.001,0.005,,0.004,0.003,0.005,0.006,0.005,0.02,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,19,éRóúåß,Yamanashi-ken,19213,çbèBés,Kousyuu-shi,19205020,ìåéRóú,Higashiyamanashi,1,0,6,ñ¢,1000,361,8619,0.001,0.039,0.003,2,,,,,,,,,,,30,31,30,31,29,30,29,30,31,31,28,31,715,738,714,738,709,710,713,704,738,737,667,736,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.005,0.007,0.005,0.039,0.006,0.006,0.007,0.01,0.019,0.017,0.01,0.007,0.002,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,19,éRóúåß,Yamanashi-ken,19366,ìÏïîí¨,Nanbu-cho,19366010,ìÏïî,Nanbu,1,0,6,ñ¢,1000,363,8660,0,0.087,0.001,2,,,,,,,,,,,30,31,30,29,31,30,31,30,31,31,28,31,715,738,714,711,738,713,739,713,739,737,666,737,0,0.001,0,0,0,0,0,0,0,0,0,0,0.002,0.087,0.003,0.004,0.003,0.002,0.003,0.004,0.005,0.005,0.004,0.003,0,0.006,0,0.001,0.001,0,0,0.001,0.001,0.001,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201030,ä¬ã´ï€ëSå§ãÜèä,Kankyouhozenkenkyuujo,1,0,1,èZ,422,362,8666,0.001,0.043,0.006,2,,,,,,,,,,,30,31,30,31,30,30,31,30,31,29,28,31,715,737,715,739,735,712,739,715,739,713,668,739,0,0,0,0,0,0,0,0.001,0.003,0.002,0.001,0.001,0.007,0.002,0.001,0.004,0.011,0.005,0.004,0.024,0.039,0.043,0.011,0.018,0,0.001,0,0.001,0.001,0,0.001,0.007,0.008,0.006,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201070,ãgìc,Yoshida,1,0,1,èZ,422,326,7767,0.001,0.04,0.008,2,,,,,,,,,,,30,28,30,31,31,17,9,30,30,31,28,31,712,678,711,736,734,409,221,709,729,732,662,734,0.001,0.001,0,0,0,0.001,0.002,0.003,0.005,0.002,0.002,0.001,0.009,0.011,0.008,0.008,0.009,0.005,0.008,0.029,0.04,0.035,0.025,0.017,0.002,0.002,0.001,0.001,0.002,0.001,0.003,0.008,0.012,0.008,0.005,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201110,é¬Émà‰,Shinonoi,1,0,1,èZ,422,362,8670,0.001,0.061,0.007,2,,,,,,,,,,,30,29,30,31,31,30,31,30,30,31,28,31,716,709,716,740,739,715,740,715,734,739,668,739,0,0,0,0.001,0.001,0.001,0.001,0.001,0.004,0.002,0.001,0.001,0.005,0.003,0.003,0.005,0.011,0.007,0.007,0.028,0.061,0.042,0.026,0.014,0.001,0.002,0.001,0.003,0.002,0.002,0.003,0.004,0.01,0.008,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201140,ê^ìá,Mashima,1,0,6,ñ¢,422,363,8698,0.002,0.077,0.012,2,,,,,,,,,,,30,30,30,31,31,30,31,30,30,31,28,31,715,735,716,740,739,716,740,715,735,739,668,740,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.007,0.003,0.002,0.002,0.013,0.027,0.026,0.012,0.032,0.032,0.017,0.052,0.077,0.042,0.04,0.046,0.003,0.002,0.002,0.003,0.005,0.003,0.004,0.017,0.018,0.009,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20201,í∑ñÏés,Nagano-shi,20201510,è¨ìáìc,Oshimada,2,0,6,ñ¢,422,361,8660,0.008,0.143,0.025,2,,,,,,,,,,,30,29,30,31,31,30,31,30,30,30,28,31,716,712,716,740,739,716,740,715,733,730,666,737,0.005,0.004,0.006,0.005,0.004,0.004,0.006,0.011,0.016,0.012,0.01,0.009,0.066,0.115,0.035,0.053,0.038,0.041,0.048,0.098,0.143,0.095,0.081,0.082,0.011,0.015,0.009,0.012,0.012,0.008,0.014,0.025,0.033,0.027,0.016,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20202,èºñ{és,Matsumoto-shi,20202050,èºñ{,Matsumoto,1,0,1,èZ,423,361,8635,0.003,0.082,0.018,2,,,,,,,,,,,30,31,28,31,31,30,31,30,29,31,28,31,714,739,691,738,739,714,739,711,707,739,667,737,0.001,0.011,0.004,0.001,0.001,0.001,0.001,0.003,0.004,0.002,0.002,0.002,0.012,0.05,0.067,0.023,0.023,0.015,0.025,0.044,0.082,0.041,0.04,0.028,0.002,0.03,0.023,0.005,0.005,0.003,0.004,0.013,0.012,0.007,0.008,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20202,èºñ{és,Matsumoto-shi,20202060,èºñ{èØì‡,Matsumotoshounai,1,0,1,èZ,423,363,8663,0.001,0.055,0.008,2,,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,714,739,711,738,739,715,738,714,710,739,667,739,0.001,0,0,0.001,0.001,0.001,0.001,0.002,0.004,0.002,0.001,0.001,0.013,0.005,0.004,0.008,0.006,0.007,0.013,0.055,0.049,0.032,0.026,0.023,0.002,0.001,0.001,0.002,0.001,0.002,0.004,0.008,0.015,0.005,0.004,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20202,èºñ{és,Matsumoto-shi,20202510,èºñ{èçåç∑ì_,Matsumotonagisakousaten,2,0,3,èÄçH,423,363,8668,0.008,0.112,0.024,2,,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,714,739,714,738,739,714,739,713,714,739,667,738,0.006,0.004,0.005,0.007,0.005,0.007,0.009,0.012,0.015,0.012,0.009,0.008,0.05,0.039,0.031,0.039,0.04,0.044,0.063,0.112,0.103,0.091,0.083,0.08,0.011,0.011,0.008,0.011,0.008,0.01,0.019,0.028,0.043,0.022,0.017,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20203,è„ìcés,Ueda-shi,20203010,è„ìc,Ueda,1,0,1,èZ,1000,363,8665,0.001,0.059,0.007,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,29,28,31,713,739,713,738,739,715,737,715,737,713,667,739,0,0,0,0.001,0.001,0,0.001,0.002,0.004,0.002,0.001,0.001,0.006,0.017,0.002,0.006,0.01,0.004,0.013,0.03,0.059,0.053,0.02,0.017,0.001,0.002,0,0.001,0.003,0.001,0.002,0.007,0.017,0.011,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20204,â™íJés,Okaya-shi,20204510,â™íJÉCÉìÉ^Å[,Okayainta-Chenji,2,0,6,ñ¢,423,363,8664,0.005,0.058,0.012,2,,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,714,739,714,738,739,714,739,713,709,740,667,738,0.003,0.003,0.003,0.005,0.005,0.004,0.005,0.006,0.006,0.005,0.005,0.004,0.016,0.033,0.02,0.028,0.032,0.03,0.031,0.05,0.058,0.039,0.033,0.033,0.005,0.007,0.006,0.01,0.01,0.007,0.011,0.015,0.017,0.013,0.009,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20205,î—ìcés,Iida-shi,20205010,î—ìc,Iida,1,0,1,èZ,1000,363,8666,0.001,0.025,0.003,2,,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,715,738,713,739,738,715,739,713,712,738,667,739,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0,0.004,0.003,0.003,0.004,0.006,0.004,0.006,0.025,0.02,0.017,0.02,0.011,0.001,0.001,0,0.001,0.001,0,0.001,0.005,0.004,0.003,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20206,êzñKés,Suwa-shi,20206010,êzñK,Suwa,1,0,3,èÄçH,423,363,8665,0.001,0.055,0.006,2,,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,714,739,713,737,738,713,739,713,713,740,667,739,0.001,0,0,0.001,0.001,0.001,0.001,0.002,0.003,0.002,0.001,0.001,0.007,0.007,0.004,0.005,0.01,0.006,0.013,0.035,0.055,0.042,0.023,0.014,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.011,0.012,0.007,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20208,è¨èîés,Komoro-shi,20208020,è¨èî,Komoro,1,0,1,èZ,1000,363,8652,0.001,0.029,0.003,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,29,28,31,714,738,712,737,738,711,736,715,737,710,666,738,0.001,0,0,0,0.001,0,0,0.001,0.002,0.001,0.001,0.001,0.023,0.005,0.003,0.009,0.01,0.009,0.009,0.029,0.023,0.011,0.011,0.012,0.004,0.001,0,0.001,0.002,0.001,0.002,0.004,0.005,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20209,à…ìﬂés,Ina-shi,20209010,à…ìﬂ,Ina,1,0,2,è§,1000,363,8657,0.001,0.029,0.004,2,,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,715,738,712,738,738,716,739,713,708,734,667,739,0,0,0,0,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.005,0.002,0.003,0.005,0.01,0.009,0.008,0.024,0.029,0.024,0.016,0.011,0.001,0.001,0,0.002,0.002,0.001,0.001,0.005,0.005,0.004,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20212,ëÂí¨és,Oomachi-shi,20212160,ëÂí¨,Oomachi,1,0,1,èZ,1000,363,8663,0.001,0.075,0.004,2,,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,715,738,713,738,739,714,736,714,714,738,666,738,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.004,0.003,0.004,0.003,0.015,0.008,0.007,0.013,0.037,0.066,0.075,0.075,0.001,0.001,0,0.001,0.002,0.002,0.002,0.002,0.004,0.005,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20217,ç≤ãvés,Saku-shi,20217020,ç≤ãv,Saku,1,0,6,ñ¢,1000,363,8662,0.001,0.04,0.003,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,29,28,31,714,738,713,738,739,715,737,713,736,714,667,738,0,0,0,0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.005,0.002,0.006,0.006,0.003,0.009,0.04,0.035,0.011,0.03,0.01,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.007,0.005,0.002,0.003,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20218,êÁã»és,Chikuma-shi,20216510,çXè˚ÉCÉìÉ^Å[,Koushokuinta-Chenji,2,0,3,èÄçH,1000,363,8665,0.006,0.108,0.019,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,29,28,31,715,738,712,738,739,715,737,715,739,712,667,738,0.004,0.002,0.003,0.004,0.003,0.004,0.005,0.008,0.012,0.009,0.007,0.006,0.03,0.022,0.02,0.029,0.023,0.025,0.03,0.052,0.108,0.074,0.065,0.067,0.007,0.007,0.005,0.008,0.007,0.007,0.011,0.017,0.029,0.022,0.015,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,20,í∑ñÏåß,Nagano-ken,20432,ñÿë]í¨,Kiso-machi,20421030,ñÿë],Kiso,1,0,1,èZ,1000,363,8649,0.001,0.037,0.004,2,,,,,,,,,,,30,31,30,31,31,30,31,30,29,31,28,31,712,738,713,739,737,715,735,710,710,736,667,737,0,0,0,0,0,0,0.001,0.002,0.002,0.001,0.001,0.001,0.025,0.013,0.007,0.005,0.009,0.004,0.013,0.03,0.037,0.03,0.016,0.016,0.002,0.001,0,0.001,0.001,0.001,0.002,0.005,0.006,0.004,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,21,äÚïååß,Gifu-ken,21201,äÚïåés,Gifu-shi,21201010,äÚïåíÜâõ,Gifuchuuou,1,0,2,è§,430,365,8648,0.001,0.045,0.003,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,712,736,711,734,736,710,736,713,734,733,662,731,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.004,0.011,0.002,0.016,0.01,0.006,0.008,0.013,0.045,0.036,0.024,0.017,0.001,0.004,0.001,0.003,0.002,0.001,0.001,0.003,0.006,0.006,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,21,äÚïååß,Gifu-ken,21201,äÚïåés,Gifu-shi,21201020,äÚïåìÏïî,Gifunanbu,1,0,1,èZ,430,364,8645,0.001,0.047,0.005,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,30,712,736,710,735,736,712,735,712,731,737,663,726,0.001,0.001,0,0.001,0.001,0.001,0.001,0.002,0.003,0.002,0.002,0.001,0.006,0.015,0.007,0.012,0.011,0.01,0.014,0.02,0.028,0.033,0.047,0.031,0.001,0.004,0.001,0.003,0.004,0.001,0.002,0.005,0.007,0.005,0.007,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,21,äÚïååß,Gifu-ken,21201,äÚïåés,Gifu-shi,21201030,äÚïåñkïî,Gifuhokubu,1,0,1,èZ,430,365,8648,0.001,0.018,0.002,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,712,736,711,735,736,711,735,712,734,734,663,729,0,0.001,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.009,0.018,0.015,0.007,0.006,0.006,0.012,0.015,0.011,0.011,0.014,0.001,0.003,0.002,0.002,0.002,0.001,0.001,0.002,0.003,0.002,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,21,äÚïååß,Gifu-ken,21201,äÚïåés,Gifu-shi,21201520,ñæìøé©îr,Meitokujidoushahaigasu,2,0,2,è§,430,364,8649,0.003,0.061,0.006,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,30,712,736,712,736,736,710,736,713,734,735,662,727,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.011,0.018,0.009,0.02,0.018,0.061,0.019,0.023,0.042,0.042,0.028,0.015,0.003,0.006,0.003,0.006,0.006,0.004,0.003,0.006,0.008,0.006,0.005,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,21,äÚïååß,Gifu-ken,21202,ëÂä_és,Oogaki-shi,21202020,ëÂä_íÜâõ,Oogakichuuou,1,0,2,è§,430,363,8679,0,0.021,0.002,2,,,,,,,,,,,30,31,30,31,31,30,29,30,31,31,28,31,716,740,714,740,740,716,710,717,739,740,667,740,0,0,0,0.001,0.001,0,0,0,0.001,0,0,0,0.004,0.013,0.011,0.009,0.009,0.005,0.02,0.017,0.021,0.015,0.009,0.004,0,0.002,0.001,0.003,0.002,0.001,0.003,0.004,0.004,0.002,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,21,äÚïååß,Gifu-ken,21202,ëÂä_és,Oogaki-shi,21202050,ëÂä_ìÏïî,Oogakinanbu,1,0,1,èZ,430,332,7959,0.001,0.033,0.003,2,,,,,,,,,,,30,31,18,12,31,30,31,28,31,31,28,31,716,740,443,293,740,716,740,687,739,740,665,740,0,0,0,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.001,0.004,0.01,0.004,0.007,0.01,0.008,0.01,0.018,0.029,0.033,0.019,0.008,0.001,0.002,0.001,0.002,0.002,0.001,0.002,0.004,0.005,0.005,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,21,äÚïååß,Gifu-ken,21202,ëÂä_és,Oogaki-shi,21202510,ëÂä_é©îr,Oogakijidoushahaishutsugasusokuteikyoku,2,0,2,è§,430,363,8678,0.003,0.05,0.008,2,,,,,,,,,,,30,31,30,31,31,30,29,30,31,31,28,31,716,739,715,740,740,716,711,717,738,740,666,740,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.005,0.004,0.004,0.003,0.013,0.02,0.016,0.018,0.016,0.017,0.028,0.038,0.047,0.05,0.047,0.021,0.004,0.007,0.004,0.007,0.006,0.005,0.007,0.012,0.014,0.01,0.008,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
